Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
PCDH9	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00079704	
SLC37A1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008012	
SIGLEC15	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00080266	
NFATC4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008035	
NYNRIN	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008035	
MEGF11	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008072	
RIMBP3C	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00081865	
ADGRB3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00082451	
FAM208A	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00083461	
UBE2L3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00083504	
MYT1L	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00085144	
NUDT15	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086	
EIF4EBP3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086086	
SRA1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086086	
APBB3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086086	
CARTPT	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086248	
PTPN21	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00086435	
FST	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008826	
CSNK1G1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008852	
IQGAP2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00088563	
TIAM2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0008876	
ITGB3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00088958	
RIC8B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.000895	
CD38	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00091127	
TMEM132D	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00091683	
DLL3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0009185	
SELV	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0009185	
EID2B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0009185	
EML5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00092865	
TLL2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00092915	
C11orf84	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00093704	
MARK2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00095533	
TSHZ2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00095835	
ANKIB1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00096578	
CGA	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0009688	
RNASEL	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00097728	
RGS16	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00097728	
MED24	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00098042	
THRA	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00098042	
RRBP1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.00099113	
PHACTR2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0010049	
